ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,PAYMENTMETHOD
21201,90,62.81,6,5579.48,2025-01-17,Cancelled,1,1,2025,Trucks and Buses,64.45,S32_5589,Best-Martin,+1-743-751-3884x79034,694 Owens Orchard,Apt. 758,Moraburgh,WI,47810,Netherlands Antilles,EMEA,Ferguson,Laura,Large,PayPal
16849,52,45.35,2,2482.19,2025-04-01,Cancelled,2,4,2025,Motorcycles,39.72,S22_7578,May LLC,(775)231-8564x45416,74892 Richard Fall,Apt. 698,Andersonberg,OR,18326,Lao People's Democratic Republic,EMEA,Haley,Linda,Medium,Credit Card
25696,31,72.08,1,2250.69,2025-04-14,Shipped,2,4,2025,Motorcycles,79.01,S90_4470,"Meza, Miller and Cobb",(849)916-5862,634 Deanna Ferry Suite 965,Apt. 983,Lake Virginiaburgh,MT,27451,Saint Barthelemy,LATAM,Murphy,Richard,Medium,Credit Card
28747,56,71.3,7,3907.57,2025-01-01,On Hold,1,1,2025,Motorcycles,63.92,S72_1938,"Rowe, Mitchell and Smith",+1-567-744-4238x8429,6408 Gay Bridge Apt. 717,Apt. 156,Savannahshire,MT,54057,Mayotte,LATAM,Molina,Jill,Medium,PayPal
28859,39,58.41,10,2268.83,2025-05-14,Cancelled,2,5,2025,Motorcycles,64.55,S92_3895,Yoder-Collins,707.207.2931x673,218 Schneider Lock Apt. 174,Suite 286,Johnview,MA,46211,Martinique,LATAM,Little,Michael,Medium,Cash
21315,47,53.23,9,2473.99,2025-04-09,On Hold,2,4,2025,Motorcycles,51.51,S47_6707,Roach-Johnson,+1-504-521-5391x052,65486 Richardson Circles Apt. 028,Apt. 519,East Kristentown,ME,52734,Nicaragua,APAC,Rodriguez,Luke,Medium,PayPal
28913,46,82.84,4,3859.39,2025-03-12,Shipped,1,3,2025,Classic Cars,85.0,S93_2880,Maldonado PLC,001-888-417-9090x537,18162 Chad Common,Apt. 011,Lake Jimmy,CA,87640,Guinea-Bissau,LATAM,Jimenez,Timothy,Medium,Cash
15963,58,87.16,8,4975.06,2025-02-28,Shipped,1,2,2025,Trucks and Buses,87.22,S32_7755,Hubbard Group,+1-546-448-5779,9845 Young Estates,Suite 019,East James,CT,65564,Tunisia,LATAM,Mercado,Tiffany,Medium,PayPal
18045,31,71.5,1,2258.99,2025-03-06,On Hold,1,3,2025,Motorcycles,85.19,S53_2449,Myers Inc,(222)519-3497x440,1722 Stephen Cliffs,Suite 528,North Cheryl,AZ,23703,Saint Barthelemy,APAC,Dawson,Dennis,Medium,Credit Card
16157,23,109.14,5,2613.92,2025-02-14,Shipped,1,2,2025,Classic Cars,87.4,S82_8248,Novak-Hodges,+1-473-872-3171,596 Johnson Stream,Apt. 164,New Karinahaven,MD,87545,Cambodia,LATAM,Rocha,Kyle,Medium,PayPal
16870,9,124.01,6,1060.09,2025-02-24,Shipped,1,2,2025,Ships,101.99,S57_5715,"Holden, Gregory and Krueger",3104803364,764 Monica Route,Suite 827,Johnton,VT,4436,Mauritius,LATAM,Goodman,Anna,Small,Credit Card
27965,26,116.39,2,2967.75,2025-04-09,Resolved,2,4,2025,Classic Cars,102.16,S41_9526,"Edwards, Perkins and Goodman",001-873-385-3118x0697,82381 Richard Trace,Suite 098,Alberthaven,WY,37749,Qatar,LATAM,Gross,John,Medium,Credit Card
12399,46,113.47,3,5239.88,2025-06-08,Shipped,2,6,2025,Classic Cars,127.51,S40_3432,Smith-Fisher,384-805-4293x498,7546 Emily Highway,Suite 769,East Randallville,PW,5697,Finland,EMEA,Meyer,Shannon,Large,Credit Card
18348,39,59.49,10,2290.02,2025-05-09,Cancelled,2,5,2025,Motorcycles,57.07,S16_3299,Lynn Group,001-565-237-6787x3573,420 Klein Manor,Suite 031,Franklinburgh,MH,69415,Honduras,LATAM,Dickerson,Cody,Medium,Bank Transfer
22966,49,99.24,7,4774.8,2025-02-18,Shipped,1,2,2025,Classic Cars,107.22,S97_8477,"Dunn, Carter and Zuniga",440.285.2022x95932,33673 Lindsey Stream Apt. 037,Suite 331,Lake Melissamouth,AZ,46703,New Zealand,APAC,Woods,Connor,Medium,Cash
25063,10,111.15,4,972.24,2025-05-02,Shipped,2,5,2025,Vintage Cars,103.24,S18_1693,Barnett PLC,+1-991-434-6006,252 Leonard Neck Apt. 423,Apt. 941,Allenborough,IL,12708,El Salvador,APAC,Brooks,Laura,Small,Credit Card
21721,59,73.75,1,4346.4,2025-02-28,Cancelled,1,2,2025,Motorcycles,67.29,S13_2354,Walton and Sons,(446)691-6004x311,3987 Moore Course,Suite 873,Belltown,NE,50758,Mongolia,APAC,Kennedy,Sarah,Medium,Bank Transfer
28598,15,85.72,10,1337.77,2025-02-08,In Process,1,2,2025,Ships,95.92,S52_8473,Garcia Ltd,582.394.3529x0526,8457 Tate Bridge,Apt. 381,East Eric,WV,7238,Guinea,EMEA,Davis,Sandra,Small,Bank Transfer
12573,20,93.11,10,1794.14,2025-02-27,Shipped,1,2,2025,Ships,80.24,S65_1821,"Valenzuela, Frazier and Wang",507.358.2898x095,064 Virginia Stravenue,Apt. 549,Cookberg,MT,33795,Montserrat,EMEA,Maddox,Marcia,Small,Bank Transfer
19456,67,77.89,2,5184.23,2025-02-26,Shipped,1,2,2025,Trucks and Buses,73.46,S54_4827,Wilson Inc,001-418-700-9706x44503,8308 Victoria Valleys,Apt. 267,Burkeville,ND,43478,Denmark,EMEA,Morgan,Christopher,Large,PayPal
29578,39,56.0,5,2161.24,2025-04-05,Shipped,2,4,2025,Motorcycles,48.21,S13_3372,Washington-Bell,(206)848-8704x4485,364 Isabella Well Apt. 587,Suite 715,South Jacob,AZ,86947,Andorra,LATAM,Thomas,Ricardo,Medium,PayPal
19588,24,29.93,3,704.92,2025-05-26,Shipped,2,5,2025,Trains,34.51,S79_5108,Bell LLC,001-253-393-4295x2586,898 Clark Plains,Apt. 335,Jarvisport,VT,98133,Saudi Arabia,LATAM,Carey,Joshua,Small,Bank Transfer
29173,47,78.93,3,3770.59,2025-04-03,In Process,2,4,2025,Motorcycles,70.86,S82_5224,White and Sons,984-372-4849x15168,718 Donna Mountains,Apt. 769,Port Rebeccaburgh,TN,80087,Hong Kong,LATAM,Anderson,Brenda,Medium,PayPal
18142,41,63.36,5,2606.21,2025-03-01,On Hold,1,3,2025,Classic Cars,62.55,S38_1728,Mack-Hanson,997.627.7298,06620 Stephanie Squares,Suite 808,West Daniel,WA,28993,Chad,APAC,Cruz,Daniel,Medium,Credit Card
19615,31,46.44,6,1405.23,2025-02-09,On Hold,1,2,2025,Motorcycles,39.0,S34_6531,Mccoy and Sons,(962)602-6298,2611 Chan Cove Suite 769,Apt. 246,Ianburgh,AS,55748,United States of America,APAC,James,Alexander,Small,Credit Card
19873,41,45.21,8,1812.99,2025-03-16,Shipped,1,3,2025,Motorcycles,37.39,S86_2244,Ross Group,+1-970-666-7650,5853 Scott Island,Suite 537,Jademouth,HI,18875,Dominican Republic,LATAM,Dixon,Stanley,Small,Bank Transfer
10294,5,97.88,10,606.2,2025-06-17,Shipped,2,6,2025,Ships,88.17,S14_9847,Mcintyre-Daniels,907.609.6212,77085 Tina Camp Suite 450,Suite 955,Benjaminville,MI,17125,Turkey,APAC,Mccarthy,Kimberly,Small,Cash
11973,33,91.31,6,3047.35,2025-01-11,Resolved,1,1,2025,Classic Cars,75.46,S65_3506,"Zimmerman, Phillips and Roberts",688.600.5078,752 Edward Cliff Suite 933,Apt. 328,Lake David,CA,90482,Chile,LATAM,Phillips,Laura,Medium,Bank Transfer
25008,59,63.56,10,3798.56,2025-03-30,On Hold,1,3,2025,Motorcycles,62.13,S69_9155,Thornton and Sons,313.462.6365x07286,85913 Curtis Drives,Apt. 799,Chavezburgh,IL,20910,Vietnam,EMEA,Gonzalez,Henry,Medium,Credit Card
28849,68,70.69,2,4806.88,2025-04-01,Shipped,2,4,2025,Trucks and Buses,74.59,S42_6039,Roberts-Gray,536-955-1542,1992 Banks Station,Suite 898,Lake Melissaville,PR,38705,Seychelles,LATAM,Werner,Joseph,Medium,Bank Transfer
10782,44,77.68,3,3432.09,2025-01-06,Shipped,1,1,2025,Motorcycles,71.49,S38_4695,"White, Hall and Logan",(915)654-7478,375 Roberts Hill,Apt. 487,East Rebecca,MT,1548,Palau,EMEA,Poole,Lisa,Medium,PayPal
14586,28,45.79,8,1329.26,2025-03-02,Cancelled,1,3,2025,Trains,54.17,S95_9264,"Hodges, Perez and Cervantes",001-880-432-0739x53363,303 Gross Cliffs,Suite 684,Lake Randall,IA,7662,Aruba,LATAM,Carter,Lori,Small,Bank Transfer
29004,93,89.37,7,8267.0,2025-01-31,In Process,1,1,2025,Trucks and Buses,75.54,S44_8366,"Hanna, Johnson and Ortiz",001-314-985-1503x72809,9941 Thomas Overpass,Apt. 221,East Amberfort,SC,21427,Turks and Caicos Islands,EMEA,Carson,Kristin,Large,Credit Card
14747,63,61.5,9,3862.87,2025-03-14,Shipped,1,3,2025,Trucks and Buses,70.31,S26_8569,Turner-Ray,(776)308-7686,5650 Harris Crest,Suite 648,Smithton,VA,23798,Ecuador,EMEA,Mills,Robert,Medium,Cash
20510,22,93.64,7,1942.26,2025-03-31,Shipped,1,3,2025,Classic Cars,100.89,S74_2849,Davidson Inc,279-901-2674,852 Navarro Crossroad Suite 771,Apt. 183,New Lindsay,NV,69086,Guinea-Bissau,LATAM,Ramirez,David,Small,Credit Card
16126,19,43.31,2,766.22,2025-06-22,In Process,2,6,2025,Trains,50.76,S98_1488,"Williams, Robinson and James",(904)821-1592,565 Jessica Lodge Apt. 145,Suite 935,Lake Timothyberg,GU,63140,South Georgia and the South Sandwich Islands,EMEA,Beck,Ryan,Small,Bank Transfer
10318,59,79.06,7,4668.5,2025-05-06,Shipped,2,5,2025,Trucks and Buses,91.89,S98_8637,Shaffer-Hughes,279-440-8761,6755 William Vista,Apt. 140,New Jennifer,ID,96108,Sudan,LATAM,Chen,Matthew,Medium,Cash
18029,54,66.71,10,3650.57,2025-04-14,Shipped,2,4,2025,Motorcycles,66.91,S47_1928,"Phillips, Rodriguez and King",746.355.9252,6220 Wilson Walks,Suite 478,Mitchellside,OH,32714,Sierra Leone,APAC,Smith,Toni,Medium,PayPal
24470,49,65.64,1,3164.15,2025-02-03,Shipped,1,2,2025,Motorcycles,74.45,S64_6413,"Brooks, Armstrong and Miller",(951)932-5580x69693,8983 Clark Estate Apt. 592,Apt. 086,North Maria,DE,26246,New Caledonia,EMEA,Delacruz,Tonya,Medium,PayPal
19877,46,59.28,3,2731.44,2025-03-31,Shipped,1,3,2025,Motorcycles,49.73,S29_2325,Jones and Sons,001-247-481-4310x195,83145 Meagan Divide Suite 981,Apt. 792,Howardfort,NC,50293,Mozambique,APAC,Davis,Christopher,Medium,PayPal
21044,15,115.06,3,1680.9,2025-06-17,Shipped,2,6,2025,Ships,134.99,S70_9262,Stewart-Austin,+1-202-203-2824x762,747 Laura Tunnel Suite 340,Apt. 805,Michaelborough,OH,29392,Netherlands,LATAM,Rogers,Timothy,Small,Credit Card
12093,48,56.11,5,2672.96,2025-01-17,Resolved,1,1,2025,Motorcycles,63.75,S87_8066,"Riley, Gomez and Livingston",425.819.9379,76314 Walls Plains Apt. 942,Suite 091,Lake Timothymouth,ID,40195,Cape Verde,LATAM,Weber,Morgan,Medium,Credit Card
23774,6,140.6,8,814.18,2025-06-25,Shipped,2,6,2025,Ships,125.55,S87_4676,Ward Group,803.319.2045x74621,393 Cruz Manors,Apt. 905,West John,WI,64352,Belgium,APAC,Brown,Eric,Small,Credit Card
11976,23,100.95,4,2320.39,2025-06-21,Shipped,2,6,2025,Classic Cars,97.8,S54_2966,Lynn-Rice,552.546.9508x886,0491 Kathryn Mews Suite 641,Suite 002,West Sylvia,MI,5837,Burundi,EMEA,Hayes,Barbara,Medium,Credit Card
19186,73,75.4,7,5447.77,2025-06-11,Cancelled,2,6,2025,Trucks and Buses,62.3,S17_3016,"Garcia, Larson and Brown",(523)295-2786x1298,103 Troy Fort Apt. 798,Apt. 070,Cooleymouth,PW,45144,Bhutan,LATAM,Baker,Kelly,Large,Credit Card
20052,42,66.92,5,2771.23,2025-01-25,Shipped,1,1,2025,Motorcycles,56.08,S53_9460,"Wilson, Sims and Leach",+1-303-847-7934x977,21275 Brianna Cliffs,Apt. 527,South John,ME,86619,Iceland,LATAM,Dominguez,Blake,Medium,Bank Transfer
18762,56,44.37,10,2414.93,2025-06-19,Cancelled,2,6,2025,Motorcycles,36.4,S90_1806,Benson PLC,640-703-4345x0368,94065 Montgomery Pine Apt. 199,Suite 295,Andreamouth,KY,66600,Malawi,APAC,Romero,Amber,Medium,PayPal
21228,27,111.98,8,2952.8,2025-03-11,Shipped,1,3,2025,Classic Cars,111.8,S86_7797,Robinson Ltd,(604)811-1600x4465,2131 Nathan Mount,Suite 945,Joycemouth,WY,58845,Korea,LATAM,Hancock,David,Medium,Bank Transfer
27591,92,80.26,3,7265.85,2025-06-07,Shipped,2,6,2025,Trucks and Buses,94.08,S41_1338,Carter-Gutierrez,763-205-3670,22145 House Cove Apt. 188,Apt. 779,Woodwardfort,ID,55850,British Indian Ocean Territory (Chagos Archipelago),LATAM,Wolf,Jocelyn,Large,Bank Transfer
18596,45,84.0,9,3846.81,2025-04-01,In Process,2,4,2025,Classic Cars,80.17,S73_7158,Houston LLC,362.738.6187,380 Craig Forks Apt. 624,Suite 266,East Amy,KS,99033,Egypt,LATAM,Osborn,Scott,Medium,PayPal
26505,27,95.39,5,2583.35,2025-06-14,Cancelled,2,6,2025,Classic Cars,81.25,S65_5277,Lopez-Barajas,653-390-0808x75285,1859 Monica Shores Apt. 756,Apt. 088,Charlesberg,GA,12679,Nigeria,LATAM,Gray,Brittany,Medium,Bank Transfer
14691,46,62.17,4,3068.98,2025-03-31,Shipped,1,3,2025,Classic Cars,60.35,S72_4888,Meyer-Williams,299-264-0150,46451 Tina Turnpike,Suite 958,Harrisonstad,MP,8051,Iraq,EMEA,Guerra,Juan,Medium,Credit Card
29142,7,124.16,6,931.1,2025-05-24,Cancelled,2,5,2025,Vintage Cars,130.17,S50_9959,Martinez LLC,602-830-7046x319,54928 Lambert Corners Suite 270,Suite 138,West Matthewland,KY,17362,Malawi,LATAM,Nelson,Sherry,Small,Credit Card
24937,13,192.09,7,2004.26,2025-04-22,In Process,2,4,2025,Planes,208.09,S72_2472,Lewis LLC,902-819-4656,43932 Monica Mountain Apt. 549,Suite 689,East Samuel,WY,15249,Iran,EMEA,Williams,Destiny,Medium,PayPal
22310,8,107.52,9,1110.6,2025-03-15,Shipped,1,3,2025,Vintage Cars,89.01,S33_2228,"Kelly, Dean and Hernandez",213.490.9193x5149,48629 Kathy Avenue,Apt. 790,South Stephanieland,MI,58406,Iran,APAC,Gonzalez,Morgan,Small,Credit Card
22049,52,47.9,3,2430.11,2025-05-15,On Hold,2,5,2025,Motorcycles,51.71,S20_7050,Hartman-Lewis,492.433.0269,756 Danielle Pike Suite 574,Suite 409,Roseland,HI,65693,Bosnia and Herzegovina,APAC,Bradshaw,Amy,Medium,Credit Card
17609,26,22.27,9,540.37,2025-04-22,Shipped,2,4,2025,Trains,21.9,S90_3619,Campbell LLC,+1-361-444-9628x384,793 Brooks Trail Suite 343,Suite 907,Kingstad,MS,48729,Togo,EMEA,Castro,Lisa,Small,PayPal
13234,97,75.63,9,7348.6,2025-05-22,Cancelled,2,5,2025,Trucks and Buses,71.22,S94_6269,Green Ltd,390.786.5421,3512 Mary Turnpike Suite 037,Suite 807,Port Danielleside,DC,66228,Saint Vincent and the Grenadines,APAC,Anderson,Brian,Large,Credit Card
27729,43,101.29,9,4263.27,2025-03-07,Resolved,1,3,2025,Classic Cars,97.47,S80_2445,"Barajas, Chaney and Collins",+1-468-857-7428x025,8505 Gary Villages Suite 194,Suite 919,South Cynthiaton,AZ,70837,Armenia,LATAM,Cowan,Natalie,Medium,Cash
22547,52,49.74,5,2605.75,2025-02-10,Resolved,1,2,2025,Motorcycles,51.49,S49_8225,Ball-Ellis,719.811.7924x05041,223 Cervantes Walk,Apt. 580,Amandaland,AZ,85504,Burkina Faso,EMEA,Williams,Rachel,Medium,PayPal
10809,11,86.13,2,921.52,2025-02-28,Shipped,1,2,2025,Ships,94.05,S53_6691,Lutz-Bailey,001-395-442-9813,181 Smith Tunnel Suite 894,Apt. 886,Willieland,AL,88678,Uzbekistan,APAC,Hall,Debra,Small,Bank Transfer
24125,54,71.66,1,3904.62,2025-05-08,Shipped,2,5,2025,Trucks and Buses,63.1,S30_8550,Howard-Chan,798-562-8115x47073,84543 Judy Parks,Apt. 941,Lake Paigemouth,ND,25073,Djibouti,LATAM,Nolan,Lisa,Medium,Bank Transfer
23714,43,48.1,5,2064.87,2025-01-21,Resolved,1,1,2025,Motorcycles,50.9,S68_6969,Ingram and Sons,357-577-9105x809,26656 Brewer Isle,Apt. 029,Mcdonaldbury,WA,74685,Kyrgyz Republic,APAC,Garcia,Isaac,Medium,Credit Card
14963,24,107.96,6,2579.51,2025-06-08,Shipped,2,6,2025,Classic Cars,98.98,S18_8247,Jimenez-Garcia,994.442.5200x65381,12726 Price Walk Apt. 129,Suite 023,Jacobport,MN,70128,Cambodia,LATAM,Olson,Susan,Medium,PayPal
24285,15,97.92,3,1464.91,2025-05-16,Shipped,2,5,2025,Ships,93.5,S79_8879,Mitchell and Sons,699.554.5751x27558,506 Tanner Glen,Apt. 716,Angelaview,WI,94776,Portugal,LATAM,Johnson,Carla,Small,PayPal
17704,44,112.97,3,4989.11,2025-04-26,In Process,2,4,2025,Classic Cars,97.11,S66_9376,Russell-Wilson,001-663-827-4768x63314,047 Lori Fork,Suite 862,Lake Robert,MD,88101,South Africa,LATAM,Washington,Jessica,Medium,Credit Card
20969,35,104.9,6,3594.86,2025-02-21,Shipped,1,2,2025,Classic Cars,108.86,S61_2841,"Vasquez, Smith and White",684.532.4413,482 Deleon Squares,Apt. 178,Charlesport,VT,72202,Samoa,EMEA,Valencia,Andrew,Medium,PayPal
29108,17,22.87,1,512.46,2025-05-08,In Process,2,5,2025,Trains,22.73,S85_9919,"Bullock, Martinez and Alvarez",+1-335-935-8219x43486,8948 Jennifer Mall,Apt. 923,East Richardfurt,IL,70497,New Zealand,LATAM,Elliott,Steven,Small,Credit Card
13988,56,67.66,3,3830.08,2025-05-23,In Process,2,5,2025,Motorcycles,77.08,S26_2888,Martin PLC,748-831-6489x38650,404 Becky Freeway Apt. 397,Suite 532,Griffinmouth,FM,26536,Greenland,EMEA,Evans,Marie,Medium,PayPal
29146,39,55.71,4,2140.9,2025-01-29,Shipped,1,1,2025,Motorcycles,47.65,S26_9154,Davis LLC,339.528.1044,70276 Robert Course,Apt. 503,Wrightstad,MA,74585,Benin,LATAM,Cole,Vickie,Medium,PayPal
20008,73,74.24,4,5360.96,2025-03-14,In Process,1,3,2025,Trucks and Buses,72.89,S25_5353,Rodgers-Martinez,238-832-7294x590,50882 Teresa Spring,Apt. 743,South Jessica,CO,64157,Senegal,LATAM,Pearson,Melissa,Large,PayPal
26393,88,76.57,8,6802.23,2025-04-13,On Hold,2,4,2025,Trucks and Buses,72.25,S46_8472,"Smith, Bradshaw and Schultz",001-318-707-7632x0094,5533 Petty Parkway Apt. 233,Suite 718,Lake Brianview,CA,619,Croatia,EMEA,Carson,Samantha,Large,Cash
12642,41,108.98,3,4474.16,2025-03-18,On Hold,1,3,2025,Classic Cars,124.4,S76_2416,Monroe LLC,2038174248,1163 Fisher Spurs Suite 753,Suite 981,Zacharyhaven,VA,60080,Korea,LATAM,Blankenship,Bethany,Medium,Credit Card
18278,5,100.37,10,538.47,2025-01-13,Cancelled,1,1,2025,Vintage Cars,116.82,S86_6413,"Diaz, Tate and Harrison",773.639.0631,60515 Karen Radial Suite 986,Apt. 984,West Barbara,RI,3745,Bouvet Island (Bouvetoya),LATAM,Cohen,Brittany,Small,Credit Card
28630,15,161.94,8,2353.66,2025-04-24,Shipped,2,4,2025,Planes,192.39,S10_1029,"Chavez, Crawford and Andrews",(767)480-1124x8086,927 Cole Neck Suite 580,Apt. 610,Payneborough,WV,31043,Bahamas,LATAM,Hudson,Danielle,Medium,PayPal
15083,35,76.75,9,2612.74,2025-02-14,Resolved,1,2,2025,Classic Cars,73.12,S53_7731,Norris-Vincent,942-751-7652,06374 Wood Landing Suite 636,Suite 756,East Brandon,PR,26641,Azerbaijan,LATAM,Gomez,Nicholas,Medium,Bank Transfer
14023,18,46.81,7,766.16,2025-06-14,In Process,2,6,2025,Trains,44.55,S12_9881,Schultz LLC,+1-832-515-2230,060 Daniel Roads Apt. 665,Suite 235,Ortizhaven,TN,77634,Luxembourg,APAC,Rivera,Patrick,Small,Bank Transfer
27996,11,146.15,9,1710.05,2025-01-30,Resolved,1,1,2025,Ships,119.76,S40_6534,Mack-Schultz,(789)995-3720,2932 William Viaduct,Suite 460,Cynthialand,MH,70764,Panama,APAC,Nolan,Scott,Small,PayPal
13058,98,68.12,1,6618.33,2025-05-21,In Process,2,5,2025,Trucks and Buses,59.89,S37_7383,"Dorsey, Bowers and Edwards",275-566-1134x238,669 Joseph Way Apt. 716,Apt. 318,New Melissaport,MI,11759,British Indian Ocean Territory (Chagos Archipelago),LATAM,White,Joseph,Large,Cash
10922,52,57.93,9,3080.24,2025-05-08,Shipped,2,5,2025,Trucks and Buses,50.52,S28_3355,Holt-Davis,8499396584,8564 Christopher Shoals,Apt. 968,Jayville,SD,95684,Antarctica (the territory South of 60 deg S),APAC,Schwartz,Mary,Medium,Bank Transfer
18774,26,93.14,7,2507.38,2025-02-07,Shipped,1,2,2025,Classic Cars,105.17,S42_8805,Snyder-Garcia,6582834288,9531 Little Hollow Apt. 000,Suite 658,Mcgeefort,ND,33029,Anguilla,APAC,Li,Adrian,Medium,Credit Card
19682,34,77.89,10,2697.07,2025-02-25,Shipped,1,2,2025,Motorcycles,80.64,S54_5057,"Robertson, Smith and Sanchez",4937730174,9616 Petersen Station,Apt. 951,Kimberlymouth,NY,38973,Malaysia,EMEA,Moore,Larry,Medium,PayPal
27655,7,194.52,4,1100.09,2025-02-12,In Process,1,2,2025,Planes,168.39,S72_3268,Perkins LLC,581.553.8651,33289 Fox Ramp,Suite 244,Ericshire,MI,22855,Timor-Leste,LATAM,Sims,Sierra,Small,Bank Transfer
18448,49,60.84,5,2967.21,2025-01-04,In Process,1,1,2025,Classic Cars,66.41,S13_9105,Costa Ltd,638.437.7643,7813 Griffith Streets,Apt. 326,Johnshire,OK,99931,Guernsey,LATAM,Ferguson,Samantha,Medium,Bank Transfer
27885,28,105.66,1,2942.79,2025-03-23,Shipped,1,3,2025,Classic Cars,119.19,S70_7950,Jones-Lawrence,+1-901-888-6928x27364,2035 Rachel Crossing,Apt. 304,Robinsonshire,SC,9536,Bangladesh,APAC,Neal,Nancy,Medium,Bank Transfer
24279,45,60.61,6,2771.87,2025-04-06,On Hold,2,4,2025,Motorcycles,60.02,S35_2846,Jensen-Washington,+1-218-271-5137,9204 Amanda Mountain Apt. 499,Suite 217,North Scottville,TX,64518,Heard Island and McDonald Islands,LATAM,Jimenez,Kristina,Medium,PayPal
15196,96,68.71,2,6602.57,2025-04-11,In Process,2,4,2025,Trucks and Buses,68.34,S95_1400,Thompson LLC,+1-886-461-3678,0371 Nguyen Prairie,Suite 470,Dorothyburgh,CT,93864,Costa Rica,APAC,Long,Taylor,Large,PayPal
23885,54,62.29,9,3223.08,2025-05-21,Shipped,2,5,2025,Motorcycles,68.9,S18_1224,"Baker, Finley and Austin",636.734.4107x75472,1712 Daniel Brook Suite 214,Suite 071,Luceromouth,AK,62195,Mexico,EMEA,Dean,Emily,Medium,Bank Transfer
13174,43,80.21,6,3515.83,2025-02-15,In Process,1,2,2025,Classic Cars,79.52,S20_2233,Rodriguez-Riley,+1-689-954-6649x12546,54885 Anne Gardens,Apt. 036,South Tanya,IN,73665,Svalbard & Jan Mayen Islands,LATAM,Lopez,Amy,Medium,Credit Card
18372,59,59.52,7,3439.82,2025-06-23,Shipped,2,6,2025,Motorcycles,67.98,S49_6778,Sandoval-Navarro,2123598677,6481 Arellano Ports,Apt. 089,West Nancy,DE,62254,Palestinian Territory,EMEA,Wiggins,Renee,Medium,Credit Card
13425,21,34.43,10,702.81,2025-03-02,On Hold,1,3,2025,Trains,35.76,S66_4606,Garner Ltd,619-972-2121,34354 Hernandez Causeway Suite 944,Suite 903,North Heidiville,MA,59305,Bhutan,LATAM,Smith,Ryan,Small,Cash
28650,29,109.36,8,3243.34,2025-01-29,Shipped,1,1,2025,Classic Cars,108.04,S86_9008,"Quinn, Young and Stewart",(440)292-8055x59291,985 Davis Cape,Apt. 562,Amystad,ME,33843,Saint Lucia,LATAM,Moore,James,Medium,Credit Card
23318,57,54.1,10,3125.17,2025-04-05,In Process,2,4,2025,Trucks and Buses,55.43,S28_7658,"Smith, Lee and Butler",620.992.6577x185,36846 Albert Field,Apt. 351,New Stephanie,CA,82817,French Southern Territories,LATAM,Villanueva,Travis,Medium,Cash
16201,24,69.93,5,1631.11,2025-05-23,Shipped,2,5,2025,Classic Cars,80.96,S18_5510,"Steele, Garrison and Williamson",566-332-5465,1853 Michael Villages Suite 933,Apt. 654,Loweport,WI,45362,Tunisia,EMEA,Mathis,Tyrone,Small,Bank Transfer
19383,43,80.39,3,3477.02,2025-01-16,Shipped,1,1,2025,Classic Cars,73.95,S91_8728,Garcia and Sons,5295504819,373 Michele Square Suite 177,Apt. 490,Christopherville,FL,90772,Saint Vincent and the Grenadines,LATAM,Smith,Dylan,Medium,PayPal
18517,45,49.33,6,2142.72,2025-05-20,On Hold,2,5,2025,Motorcycles,44.59,S56_7818,Warren PLC,+1-853-647-6783,8432 Jones Harbors,Suite 654,West Saramouth,NH,57557,Kenya,LATAM,Moore,Kathy,Medium,Credit Card
25206,34,68.66,1,2224.74,2025-02-28,On Hold,1,2,2025,Classic Cars,76.98,S16_7572,"Crawford, Joyce and Warner",320-599-2193,4940 Julie Forest Suite 218,Suite 743,Jeffreyfort,HI,96431,Singapore,APAC,Arnold,Jennifer,Medium,Credit Card
18565,12,85.0,3,952.29,2025-06-09,Resolved,2,6,2025,Ships,84.25,S53_8031,Davis Inc,2169833646,88052 Henry Gardens Apt. 983,Suite 096,South Shane,MI,68191,United Arab Emirates,EMEA,Booth,Kathryn,Small,Cash
13880,56,48.01,10,2650.36,2025-03-31,Shipped,1,3,2025,Motorcycles,48.09,S21_6269,"Gonzales, Vance and Rich",6876380236,1919 Cheryl Terrace Suite 142,Suite 607,East Brianfort,AR,993,Philippines,APAC,Thomas,Stacey,Medium,Credit Card
22859,23,95.92,5,2335.24,2025-01-23,Shipped,1,1,2025,Classic Cars,90.86,S33_5004,"Moore, Montgomery and Turner",+1-426-385-6758x042,4335 Davis Estate,Apt. 820,Mataton,MS,85072,Lesotho,LATAM,Aguilar,Kristopher,Medium,Credit Card
16347,68,77.63,9,5347.31,2025-02-10,Shipped,1,2,2025,Trucks and Buses,77.26,S52_7801,Kim-Jennings,(547)206-9835x446,717 Joseph Ridges,Apt. 355,Salazarton,ND,39007,Lithuania,EMEA,Davis,Connie,Large,Credit Card
29133,18,117.86,2,2054.82,2025-04-22,Shipped,2,4,2025,Ships,95.92,S79_6876,Stewart-Myers,704.840.3547x453,9131 Garrison Trafficway Suite 295,Suite 636,Rodriguezchester,NV,32662,Guernsey,APAC,Wilson,Amy,Medium,Cash
